,label,name,party,wahlkreis,x,y,digital,familie,demokratie,natur,arbeit
48,daniela-langer,Daniela Kluckert,FDP,Berlin-Pankow,-322.67133,-529.36066,0.06953445020852549,0.01656464713305225,0.016592750512903938,0.041903716105495536,0.0163655449873633
49,john-haberle,John Haberle,DIE GRÜNEN,Märkischer Kreis II,269.50848,-188.30774,0.0,0.0,0.0,0.12701606044003752,0.0
50,katja-suding,Katja Suding,FDP,Hamburg-Altona,-81.58663,-223.21506,0.016068635746949757,0.07889004853052849,0.025488455384038308,0.008397750135036783,0.008448859751835038
51,detlef-muller,Detlef Müller,SPD,Chemnitz,787.1115,-31.303244,0.027118642213516897,0.10125787686502626,0.03094546782027985,0.009749646761995068,0.0705839134475117
52,peter-schimke,Peter Schimke,DIE LINKE,Ludwigsburg,914.3916,389.5627,0.011481734436278791,0.05254097361106151,0.027115222510284732,0.004208085354667905,0.24881994072641664
53,heidi-beutin,Heidi Beutin,DIE LINKE,Herzogtum Lauenburg - Stormarn-Süd,-59.865337,561.1817,0.006555811747151668,0.03823262373605568,0.04171226550625382,0.0,0.08574690777584397
54,frank-karnbach,Frank Karnbach,AfD,Darmstadt,-759.3742,384.9482,0.0,0.0,0.13224583425901582,0.0,0.011245317937654532
55,doris-aschenbrenner,Dr. Doris Aschenbrenner,SPD,Coburg,56.364895,-633.8981,0.0536182139089499,0.09582293488728708,0.028072400352742947,0.009801809304015,0.02343803881741802
56,klaus-ernst,Klaus Ernst,DIE LINKE,Schweinfurt,796.672,371.18164,0.010524275418704614,0.02019848170709247,0.03471997199547082,0.0,0.1852394849029596
57,dominik-haffner,Dominik Haffner,DIE PARTEI,Bonn,-198.05415,-92.19828,0.0,0.0,0.002252779185701232,0.0,0.0061558443546713216
58,alexander-muller-2,Alexander Müller,FDP,Rheingau-Taunus - Limburg,-374.51535,-528.7127,0.05994212427281807,0.1007642206713941,0.017881865545391833,0.0,0.05121691552051198
59,dr-petra-sitte,Dr. Petra Sitte,DIE LINKE,Halle,227.99547,346.789,0.006710216147727541,0.04283170852126061,0.020809551342280914,0.018113157315225184,0.0803721860123631
60,jana-wolff,Jana Wolff,FREIE WÄHLER,Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I,-758.7756,420.96796,0.0,0.056175755001824285,0.10946024865629536,0.016714113662341767,0.01851239817742584
61,karlheinz-binner,Karlheinz Binner,ÖDP,Weiden,-607.36896,143.33925,0.0,0.03881048050741398,0.0462794948705756,0.02757422261672508,0.034405022544383386
62,frank-albrecht,Frank Albrecht,FDP,Duisburg II,-526.56494,-556.8687,0.0898563339189836,0.07720950245398757,0.03972618360714732,0.0,0.03160882159096555
63,saskia-jurgens,Saskia Jürgens,DIE LINKE,Aalen - Heidenheim,764.71313,385.73267,0.0017699563991572906,0.034572611781880085,0.014781002107933096,0.015686239475762916,0.1624784138003999
64,josephine-ortleb,Josephine Ortleb,SPD,Saarbrücken,775.54065,-220.22917,0.01679627741234066,0.11219106754501026,0.04387537464439135,0.004287764771941454,0.06395919340875346
65,peter-pernsteiner,Peter Pernsteiner,FDP,Erding - Ebersberg,-483.7662,230.9289,0.008211503460299323,0.0760483206911347,0.0568943599176757,0.018048235742512374,0.03595184893681735
66,ralf-kapschack,Ralf Kapschack,SPD,Ennepe-Ruhr-Kreis II,1025.7085,-107.57482,0.015524675849033632,0.20150061178078668,0.023411506015195004,0.012169950464281102,0.17212091096360654
67,astrid-mannes,Dr. Astrid Mannes,CDU,Darmstadt,213.13834,-702.015,0.0112264180611334,0.010906397172817814,0.036896042926308485,0.0,0.011019282347812001
68,stefan-reckin,Stefan Reckin,DIE PARTEI,Oberhavel - Havelland II,-300.91605,92.64071,0.0,0.0,0.0444497469414938,0.0,0.0
69,jens-low,Dipl.Ing.Forst(FH) Jens Löw,SPD,Schwarzwald-Baar,-456.03024,-134.76372,0.0013247742974994785,0.03372165878869414,0.07075080045538194,0.027432912368665945,0.05839344459270275
70,thomas-dyhr,Thomas Dyhr,DIE GRÜNEN,Uckermark - Barnim I,258.3635,-68.980415,0.0,0.04717326841108137,0.02626732941435945,0.11479048652673444,0.04317306073789712
71,georg-tschammer-osten,Georg Friedrich Alexander Tschammer-Osten,Parteilos,Vorpommern-Rügen - Vorpommern-Greifswald I,643.549,-37.24013,0.0,0.1157516034439005,0.0,0.0,0.0
72,hannes-draeger,Hannes Draeger,DIE LINKE,Steinfurt I - Borken I,645.9088,378.1279,0.008835875091389847,0.039863343957531855,0.008627135220607016,0.0,0.12074975905594992
73,simon-pschorr,Simon Pschorr,DIE LINKE,Konstanz,372.24026,473.90756,0.0041961071747473756,0.0,0.007059334730796408,0.015766617731749654,0.14020405846332887
74,stefan-keuter,Diplom-Betriebswirt (FH) Stefan Keuter,AfD,Essen III,-323.65097,196.51001,0.0,0.021584613915459273,0.03062651872304742,0.0,0.014025467990892377
75,claudia-muller,Claudia Müller,DIE GRÜNEN,Vorpommern-Rügen - Vorpommern-Greifswald I,169.50127,114.16524,0.0,0.046499308297661135,0.016909460019374677,0.04396585423170639,0.0075832300524406
76,olaf-barton,Olaf Barton,Parteilos,Warendorf,-825.68933,326.6411,0.0,0.0,0.20105690924210426,0.0,0.0
77,nina-eisenhardt,Nina Eisenhardt,DIE GRÜNEN,Groß-Gerau,297.87656,-82.977295,0.01644053412756419,0.015461673201358463,0.017623778941202862,0.1127899004051627,0.028523598826933907
78,marilyn-heib,Dipl. Ing. Marilyn Heib,DIE LINKE,Saarlouis,236.49971,260.1851,0.0,0.010232915133180177,0.00623997258237333,0.08085305333787042,0.06884699297818518
79,anke-domscheit-berg,Anke Domscheit-Berg,DIE LINKE,Brandenburg an der Havel - Potsdam-Mittelmark I - Havelland III - Teltow-Fläming I,-504.20578,-419.07004,0.11739120037321656,0.03290980127521678,0.04808879513916013,0.0018333501074177055,0.08087908509115131
80,martin-diedenhofen,Martin Diedenhofen,SPD,Neuwied,771.4734,96.44713,0.01876135771232413,0.13331673372392536,0.0976088694193932,0.048164022488244494,0.1600623125804637
81,steffen-grosse,Steffen Große,FREIE WÄHLER,Görlitz,170.17007,-469.4548,0.0,0.032879758240059634,0.030561519145059057,0.008409325781160756,0.015100150293780912
82,meike-roden,Meike Roden,DIE GRÜNEN,Chemnitz,0.096521795,-86.66881,0.003493133904080421,0.035567918971987036,0.011395353821502896,0.01921786261313161,0.01416549897291283
83,martin-hofmann,Martin Hofmann,FDP,Weiden,-42.61824,-197.32233,0.018763242290560242,0.06343173218089476,0.017017702819936184,0.011447088480820398,0.054221797162441014
84,hermann-siebdrat,Prof. Dr. Hermann Siebdrat,FDP,Siegen-Wittgenstein,-496.5817,-533.90045,0.050338519426295115,0.04356956003681155,0.02990775742727593,0.009157674241730264,0.033287777114444035
85,angela-merkel,Dr. Angela Merkel,CDU,Vorpommern-Rügen - Vorpommern-Greifswald I,-452.71393,-616.2111,0.02574100076153647,0.10157197509939372,0.041275587196704634,0.009771507098107613,0.0659231873185686
86,matthias-schmidt,Matthias Schmidt,SPD,Berlin-Treptow-Köpenick,36.370865,-58.367477,0.029818272278912324,0.0,0.01358331256441837,0.0,0.007125344300202971
87,christian-vey,Christian Vey,PIRATEN,Stadt Hannover I,-863.9888,176.64323,0.02261937476465152,0.06578617005064946,0.13431893141552773,0.0,0.0
88,johann-albrecht-rommel,Johann-Albrecht Rommel,MLPD,Neuwied,141.57779,506.68408,0.009272498813953691,0.009946849637140504,0.03163173148743978,0.007486475373359295,0.024398454471170238
89,andreas-schwarz,Andreas Schwarz,SPD,Bamberg,699.0895,-92.345566,0.0,0.08709818189106769,0.044900849017412856,0.0,0.004043603233647004
90,dr-dietmar-bartsch,Dr. Dietmar Bartsch,DIE LINKE,Rostock - Landkreis Rostock II,821.76227,330.776,0.02723200423845,0.03345969258229836,0.04354958588673154,0.004024154094440087,0.1324899122473981
91,christoph-plos,Dr. Christoph Ploß,CDU,Hamburg-Nord,-516.9571,-645.62335,0.038021871706313236,0.08012636448552153,0.0,0.010819135186852557,0.01716057928679063
92,sigrid-hupach,Sigrid Hupach,DIE LINKE,Eisenach - Wartburgkreis - Unstrut-Hainich-Kreis,222.47882,-669.9819,0.0138303988636303,0.0,0.02193265237719706,0.0,0.006413021960358737
93,eric-holtschke,Eric Holtschke,SPD,Vogtlandkreis,260.16714,-370.8634,0.03606865911611603,0.023463506127864873,0.02784855844978949,0.07059570734065188,0.1110391525312177
94,sandra-weeser,Sandra Weeser,FDP,Neuwied,-457.44647,-460.93195,0.033210261079081066,0.1110139481808948,0.0514927756562813,0.03116972064535412,0.023008290939863882
95,engin-eroglu,Engin Eroglu,FREIE WÄHLER,Lahn-Dill,37.72841,-509.98462,0.0288992988002734,0.09707468651349936,0.05531487713963705,0.017382620509507934,0.008503905689698455
96,toni-jaschinski,Toni Jaschinski,DIE LINKE,Mecklenburgische Seenplatte I - Vorpommern-Greifswald II,647.4986,247.28938,0.013794997976569566,0.034464240438730205,0.006683822008139832,0.03844916284175982,0.15056736845802213
97,bernhard-schmitt,Bernhard Schmitt,ÖDP,Aschaffenburg,-536.6362,129.17928,0.010380082113766422,0.014778930097938332,0.040250457261010376,0.0381205221890859,0.006538793738431825
98,sven-kobbelt,Sven Kobbelt,FDP,Esslingen,-423.78534,-355.47635,0.0346783827340961,0.05432378713270816,0.04925197975677936,0.013802694588550964,0.008708818670026132
99,pascal-lechler,Pascal Lechler,SPD,Ostallgäu,470.25244,193.16992,0.0,0.0901552841403639,0.010729680349486702,0.017506631595071945,0.07406286208435256
100,dominic-harapat,Dominic Harapat,DIE PARTEI,Lahn-Dill,-300.74295,-27.71024,0.011221056252711895,0.011020182852592278,0.01602947692591862,0.004890610478377795,0.023488225461851427
101,norbert-peter,Norbert Peter,ÖDP,Amberg,-151.75078,-159.24394,0.01460612552809009,0.0,0.0249469166538266,0.010754546755739166,0.03122111990936761
102,christian-pohlmann,Christian Pohlmann,FDP,Rhein-Erft-Kreis I,-3.0472972,-507.63824,0.06338353134185784,0.006739093851984641,0.04048106633854564,0.045809775936981836,0.013662760241637404
103,rudiger-warnecke,Rüdiger Warnecke,DIE GRÜNEN,Rhein-Erft-Kreis I,-148.46606,8.389135,0.0,0.0,0.0,0.01982770166758592,0.0
104,alexander-reich,Alexander Reich,FDP,Traunstein,-558.608,416.60684,0.0203362134692804,0.062560796564427,0.09121081865733258,0.011987213069901949,0.010658433428293614
105,wolfgang-wohrmann,Wolfgang Wöhrmann,MLPD,Bielefeld - Gütersloh II,180.86034,318.65076,0.046596446280813775,0.03931796750698272,0.025963618008601568,0.024273009164975816,0.0
106,carmen-spiegelhalder-schafer,Carmen Maria Spiegelhalder-Schäfer,FREIE WÄHLER,Rottweil - Tuttlingen,-370.01038,-68.99598,0.0,0.03164296595707501,0.054065156745114834,0.008516387583565455,0.060090960818136835
107,uwe-kekeritz,Uwe Kekeritz,DIE GRÜNEN,Fürth,498.197,-347.06668,0.031821578928358414,0.08540769173212819,0.03102473951135985,0.21999213971157755,0.055116325603618274
108,martina-boswald,Martina Böswald,AfD,Waldshut,-524.30725,225.96141,0.017685744838263268,0.027842014246109964,0.06575166408818647,0.017398407801459195,0.08158636378109631
109,christian-pape,Christian Pape,Parteilos,Berlin-Friedrichshain-Kreuzberg - Prenzlauer Berg Ost,-238.49867,347.79666,0.007932896971325336,0.011758049985279505,0.04193605230094928,0.008930220207299559,0.004944091028985739
110,dr-claudia-lucking-michel,Dr. Claudia Lücking-Michel,CDU,Bonn,202.48317,-610.26483,0.024572470294763456,0.06060801818324224,0.03270334319409818,0.01271116887425582,0.010502544166444227
111,maximilian-funke-kaiser,Maximilian Funke-Kaiser,FDP,Augsburg-Stadt,-525.63824,6.413957,0.027500540980367347,0.0,0.08851095430609962,0.0,0.00246008345377782
112,britta-haselmann,Britta Haßelmann,DIE GRÜNEN,Bielefeld - Gütersloh II,335.0784,-208.55476,0.008445132732129575,0.08920411890157998,0.059835129423808676,0.14994625365650474,0.04421798719649655
113,irmgard-freihoffer,M.A. Irmgard Freihoffer,DIE LINKE,Regensburg,-372.6371,333.05035,0.0077955173659151845,0.00808426329194251,0.062404814911694174,0.04163621594220867,0.09903734472246302
114,sabine-martiny,Sabine Martiny,PIRATEN,Paderborn - Gütersloh III,-398.4113,-329.4869,0.05838437325599779,0.05638319757099844,0.06138754451357702,0.0,0.0
115,gabriela-heinrich,Gabriela Heinrich,SPD,Nürnberg-Nord,933.12036,-74.06921,0.021476481649648733,0.16575969614560526,0.015392107308144862,0.023969957912412056,0.13216773005924498
116,christel-hopf,Christel Hopf,PIRATEN,Duisburg I,-145.71284,-58.405605,0.0,0.0,0.03100986287739776,0.0,0.0
117,eckhard-kneisel,Eckhard Kneisel,DIE GRÜNEN,Hamm - Unna II,-80.09022,422.1416,0.0,0.013386385116753972,0.03276906065980849,0.0524409839999822,0.020112288591407658
118,ulrich-wolfgang-kelber,Ulrich Kelber,SPD,Bonn,239.65857,-588.9979,0.014165979892674919,0.04994245586364647,0.02291864146835848,0.011571394347236669,0.012420923410888064
119,julia-verlinden,Dr. Julia Verlinden,DIE GRÜNEN,Lüchow-Dannenberg - Lüneburg,379.32816,-186.488,0.0,0.0,0.0,0.21242530859476866,0.0
120,katharina-ziolkowski,Dr. Katharina Ziolkowski,FDP,Berlin-Mitte,-539.0778,-428.37384,0.07478007873014153,0.07714980469122469,0.07799604891528482,0.010827470643959142,0.012704134219740072
121,volker-holzendorf,Volker Holzendorf,DIE GRÜNEN,Leipzig I,220.62685,-127.872345,0.037999856067339535,0.0,0.01365444098127385,0.06475631609331521,0.002390582510517847
122,carsten-schneider,Carsten Schneider,SPD,Erfurt - Weimar - Weimarer Land II,731.1344,-43.05492,0.019739447146939808,0.09554594575651253,0.02852766384040342,0.006639143640359821,0.06821030117823247
123,konrad-maier,Konrad Maier,Parteilos,Märkischer Kreis II,-728.2809,204.9688,0.002140122242636645,0.037953557720589184,0.08839153667761593,0.021785577970940745,0.04277236357099976
124,kenneth-kooter,Kenneth Kooter,FDP,Deggendorf,-532.3601,87.14317,0.017946387939033377,0.0072229470990907395,0.06072184383107679,0.0,0.024363565503986856
125,brigitte-muller,Brigitte Müller,DKP,Oberhavel - Havelland II,773.9497,-113.461716,0.0,0.19201498209148046,0.00397731095093898,0.0,0.00920573860741342
126,prof-dr-iur-heribert-hirte,Prof. Dr. Heribert Hirte,CDU,Köln II,-614.28436,-18.651636,0.013355598189621235,0.07133560646148839,0.05928189851131821,0.0,0.0035974985810913705
127,sebastian-hartmann,Sebastian Hartmann,SPD,Rhein-Sieg-Kreis I,595.067,-160.01587,0.02954325721738477,0.12518495006773864,0.0,0.08166238069641382,0.05049828117716335
128,horst-engler-hamm,Dr. Horst Engler-Hamm,FREIE WÄHLER,München-Nord,900.6741,357.56165,0.0,0.0,0.010057768342506409,0.0,0.12056877213540075
129,monika-grutters,Prof. Monika Grütters,CDU,Berlin-Marzahn-Hellersdorf,3.6979032,-267.36084,0.0,0.0685414060368352,0.029053862278028687,0.008072831584007322,0.021029336358157662
130,eric-vohn,Eric Vohn,FDP,Brandenburg an der Havel - Potsdam-Mittelmark I - Havelland III - Teltow-Fläming I,-144.24762,92.04691,0.0,0.0,0.0,0.0,0.0
131,claudia-theis,Claudia Theis,FREIE WÄHLER,Oldenburg - Ammerland,210.16547,-637.65173,0.01787535862653926,0.006269707647079355,0.10133868490074274,0.0,0.024647838246422492
132,frank-oettler,Frank Oettler,MLPD,Harz,70.11267,260.1567,0.0,0.0,0.008460588242040703,0.016674207445446083,0.0
133,erich-utz,Erich Utz,DIE LINKE,Altötting,-1.2411119,-220.4244,0.01612187698877212,0.07114334293100083,0.012922557864468331,0.0382989405612915,0.05157269711632608
134,bettina-sommerlatte-hennig,Bettina Sommerlatte-Hennig,FREIE WÄHLER,Brandenburg an der Havel - Potsdam-Mittelmark I - Havelland III - Teltow-Fläming I,248.70557,-540.4799,0.004782271209630629,0.061319283429584565,0.03772557457716663,0.0,0.03976877550253747
135,dr-stefan-ruppert,Dr. Stefan Ruppert,FDP,Hochtaunus,-540.6005,-525.4077,0.047539505455680316,0.08836755663907025,0.05046388215053648,0.013230627920416136,0.00786464679429584
136,ruth-tietz,Ruth Tietz,DIE LINKE,Unna I,814.01074,1.8480835,0.002462217012533012,0.1307302229655178,0.004192681552851783,0.042385997360329865,0.12004236386447102
137,elisabeth-walther,Elisabeth Walther,DIE VIOLETTEN,Mülheim - Essen I,-649.4146,-21.31873,0.029649114789347127,0.013542700490266015,0.01977640862657086,0.017620536189619423,0.010537898559393155
138,sebastian-merkens,Sebastian Merkens,DIE LINKE,Mönchengladbach,55.809254,409.34412,0.0,0.026414431268582728,0.05450477559552063,0.020065460709869073,0.021607222011270973
139,hermann-graf-von-der-schulenburg,Hermann Graf von der Schulenburg,FDP,Höxter - Lippe II,-93.73437,-594.86523,0.06435045053505697,0.08367281726997282,0.054172214390450335,0.02309861787870657,0.03134868755469314
140,hendrik-theemann,Hendrik Theemann,FDP,Friesland - Wilhelmshaven - Wittmund,-417.93292,-481.31668,0.05939898030812923,0.02311060670597932,0.0,0.01879706513642958,0.009168449216698394
141,elvira-drobinski-weis,Elvira Drobinski-Weiß,SPD,Offenburg,-499.23065,-65.893036,0.0070294921218912254,0.03348257820861733,0.07834364729313566,0.03975490583435972,0.016914641042344473
142,falk-neubert,Falk Neubert,DIE LINKE,Mittelsachsen,981.7717,395.18478,0.0033783449516822826,0.017119712935348416,0.024109636022521273,0.0,0.2990796578303004
143,jorg-schnurre,Jörg Schnurre,FDP,Dessau - Wittenberg,-344.787,-149.8341,0.0,0.0,0.060785527495162264,0.0,0.0
144,nick-papak-amoozegar,Nick Papak Amoozegar,DIE LINKE,Fulda,544.5096,222.09558,0.015117793373629859,0.09246358224737723,0.05688407486241565,0.007246078580441202,0.16138135611046034
145,brigitte-freihold,Brigitte Freihold,DIE LINKE,Pirmasens,779.3996,337.25244,0.005623528074998345,0.04276292481239858,0.055411434234874525,0.02724317363977639,0.2159347522421412
146,adrian-assenmacher,Adrian Assenmacher,FDP,Trier,-580.5834,-559.6549,0.09193524610708713,0.07044282922243947,0.07812756800729763,0.025310505393804517,0.02697091845477378
147,jorg-schindler,Jörg Schindler,DIE LINKE,Dessau - Wittenberg,871.94006,449.53635,0.02435554257863223,0.044698507846507564,0.05089866045560479,0.009994149603970588,0.3222977295124024
148,kristian-kater,Kristian Kater,SPD,Cloppenburg - Vechta,68.10405,-559.1374,0.027742990623714717,0.05355040030129227,0.014873058794509982,0.0,0.02416382466706397
149,jurgen-wachter,Dr. Jürgen Wächter,DIE GRÜNEN,Gütersloh I,-359.21298,390.72595,0.006386942949395872,0.016312870205415473,0.03864602496683695,0.03738008607892725,0.008891966767774753
